primary_id,sub_id,Name,Description,required_evidence
A,12.1.2,Change management,"Changes to the organization, business processes, information processing facilities and systems that affect information security should be controlled. 
 
 Implementation Guidance 
 In particular, the following items should be considered: 
 a) identification and recording of significant changes; 
 b) planning and testing of changes; 
 c) assessment of the potential impacts, including information security impacts, of such changes; 
 d) formal approval procedure for proposed changes; 
 e) verification that information security requirements have been met; 
 f) communication of change details to all relevant persons; 
 g) fall-back procedures, including procedures and responsibilities for aborting and recovering from unsuccessful changes and unforeseen events; 
 h) provision of an emergency change process to enable quick and controlled implementation of changes needed to resolve an incident. 
 
 Formal management responsibilities and procedures should be in place to ensure satisfactory control of all changes. When changes are made, an audit log containing all relevant information should be retained. 
 
 Other information 
 Inadequate control of changes to information processing facilities and systems is a common cause of system or security failures. Changes to the operational environment, especially when transferring a system from development to operational stage, can impact on the reliability of applications.",Change policy and procedure. A sample ticket of a major change with all details included. 
A,12.1.3,Capacity management,"The use of resources should be monitored, tuned and projections made of future capacity requirements to ensure the required system performance. 
 
 Implementation guidance 
 Capacity requirements should be identified, taking into account the business criticality of the concerned system. System tuning and monitoring should be applied to ensure and, where necessary, improve the availability and efficiency of systems. Detective controls should be put in place to indicate problems in due time. Projections of future capacity requirements should take account of new business and system requirements and current and projected trends in the organization's information processing capabilities. 
 
 Particular attention needs to be paid to any resources with long procurement lead times or high costs; therefore managers should monitor the utilization of key system resources. They should identify trends in usage, particularly in relation to business applications or information systems management tools. 
 
 Managers should use this information to identify and avoid potential bottlenecks and dependence on key personnel that might present a threat to system security or services, and plan appropriate action. 
 
 Providing sufficient capacity can be achieved by increasing capacity or by reducing demand. Examples of managing capacity demand include: 
 a) deletion of obsolete data (disk space); 
 b) decommissioning of applications, systems, databases or environments; 
 c) optimising batch processes and schedules; 
 d) optimising application logic or database queries; 
 e) denying or restricting bandwidth for resource-hungry services if these are not business critical (e.g. video streaming). 
 
 A documented capacity management plan should be considered for mission critical systems. 
 
 Other information 
 This control also addresses the capacity of the human resources, as well as offices and facilities.",Capacity management plan and report showing current utilization of resources and demand for new resources. 
A,12.1.4,"Separation of development, testing and operational environments","Development, testing, and operational environments should be separated to reduce the risks of unauthorized access or changes to the operational environment. 
 
 Implementation Guidance 
 The level of separation between operational, testing, and development environments that is necessary to prevent operational problems should be identified and implemented. 
 
 The following items should be considered: 
 a) rules for the transfer of software from development to operational status should be defined and documented; 
 b) development and operational software should run on different systems or computer processors and in different domains or directories; 
 c) changes to operational systems and applications should be tested in a testing or staging environment prior to being applied to operational systems; 
 d) other than in exceptional circumstances, testing should not be done on operational systems; 
 e) compilers, editors and other development tools or system utilities should not be accessible from operational systems when not required; 
 f) users should use different user profiles for operational and testing systems, and menus should display appropriate identification messages to reduce the risk of error; 
 g) sensitive data should not be copied into the testing system environment unless equivalent controls are provided for the testing system. 
 
 Other information 
 Development and testing activities can cause serious problems, e.g. unwanted modification of files or system environment or system failure. There is a need to maintain a known and stable environment in which to perform meaningful testing and to prevent inappropriate developer access to the operational environment. 
 
 Where development and testing personnel have access to the operational system and its information, they may be able to introduce unauthorized and untested code or alter operational data. On some systems this capability could be misused to commit fraud or introduce untested or malicious code, which can cause serious operational problems. 
 
 Development and testing personnel also pose a threat to the confidentiality of operational information. Development and testing activities may cause unintended changes to software or information if they share the same computing environment. Separating development, testing and operational environments is therefore desirable to reduce the risk of accidental change or unauthorized access to operational software and business data.","Network diagram or report showing separation between staging, development, testing, and operational environments. "
A,12.2.1,Controls against malware,"Detection, prevention and recovery controls to protect against malware should be implemented, combined with appropriate user awareness. 
 
 Implementation Guidance 
 Protection against malware should be based on malware detection and repair software, information security awareness and appropriate system access and change management controls. The following guidance should be considered: 
 
 a) establishing a formal policy prohibiting the use of unauthorized software; 
 b) implementing controls that prevent or detect the use of unauthorized software (e.g. application whitelisting); 
 c) implementing controls that prevent or detect the use of known or suspected malicious websites (e.g. blacklisting); 
 d) establishing a formal policy to protect against risks associated with obtaining files and software either from or via external networks or on any other medium, indicating what protective measures should be taken; 
 e) reducing vulnerabilities that could be exploited by malware, e.g. through technical vulnerability management; 
 f) conducting regular reviews of the software and data content of systems supporting critical business processes; the presence of any unapproved files or unauthorized amendments should be formally investigated; 
 g) installation and regular update of malware detection and repair software to scan computers and media as a precautionary control, or on a routine basis; the scan carried out should include: 
 1) scan any files received over networks or via any form of storage medium, for malware before use; 
 2) scan electronic mail attachments and downloads for malware before use; this scan should be carried out at different places, e.g. at electronic mail servers, desk top computers and when entering the network of the organization; 
 3) scan web pages for malware; 
 h) defining procedures and responsibilities to deal with malware protection on systems, training in their use, reporting and recovering from malware attacks; 
 i) preparing appropriate business continuity plans for recovering from malware attacks, including all necessary data and software backup and recovery arrangements; 
 j) implementing procedures to regularly collect information, such as subscribing to mailing lists or verifying websites giving information about new malware; 
 k) implementing procedures to verify information relating to malware, and ensure that warning bulletins are accurate and informative; managers should ensure that qualified sources, e.g. reputable journals, reliable Internet sites or suppliers producing software protecting against malware, are used to differentiate between hoaxes and real malware; all users should be made aware of the problem of hoaxes and what to do on receipt of them; 
 l) isolating environments where catastrophic impacts may result. 
 
 Other information 
 The use of two or more software products protecting against malware across the information processing environment from different vendors and technology can improve the effectiveness of malware protection. 
 
 Care should be taken to protect against the introduction of malware during maintenance and emergency procedures, which may bypass normal malware protection controls. 
 
 Under certain conditions, malware protection might cause disturbance within operations. 
 
 Use of malware detection and repair software alone as a malware control is not usually adequate and commonly needs to be accompanied by operating procedures that prevent introduction of malware.",Antivirus policy and screenshot of latest virus definition update. 
A,12.3.1,Information backup,"Backup copies of information, software and system images should be taken and tested regularly in accordance with an agreed backup policy. 
 
 Implementation guidance 
 A backup policy should be established to define the organization's requirements for backup of information, software and systems. 
 
 The backup policy should define the retention and protection requirements. 
 
 Adequate backup facilities should be provided to ensure that all essential information and software can be recovered following a disaster or media failure. 
 
 When designing a backup plan, the following items should be taken into consideration: 
 a) accurate and complete records of the backup copies and documented restoration procedures should be produced; 
 b) the extent (e.g. full or differential backup) and frequency of backups should reflect the business requirements of the organization, the security requirements of the information involved and the criticality of the information to the continued operation of the organization; 
 c) the backups should be stored in a remote location, at a sufficient distance to escape any damage from a disaster at the main site; 
 d) backup information should be given an appropriate level of physical and environmental protection consistent with the standards applied at the main site; 
 e) backup media should be regularly tested to ensure that they can be relied upon for emergency use when necessary; this should be combined with a test of the restoration procedures and checked against the restoration time required. Testing the ability to restore backed-up data should be performed onto dedicated test media, not by overwriting the original media in case the backup or restoration process fails and causes irreparable data damage or loss; 
 f) insituationswhereconfidentialityisofimportance,backupsshouldbeprotectedbymeansofencryption. 
 
 Operational procedures should monitor the execution of backups and address failures of scheduled backups to ensure completeness of backups according to the backup policy. 
 
 Backup arrangements for individual systems and services should be regularly tested to ensure that they meet the requirements of business continuity plans. In the case of critical systems and services, backup arrangements should cover all systems information, applications and data necessary to recover the complete system in the event of a disaster. 
 
 The retention period for essential business information should be determined, taking into account any requirement for archive copies to be permanently retained.",Screenshot of backup policy in the backup solution and reports of successful backups in the last 24 hours. Sample report of successful restoration of backup. 
A,12.4.1,Event logging,"Event logs recording user activities, exceptions, faults and information security events should be produced, kept and regularly reviewed. 
 
 Implementation Guidance 
 Event logs should include, when relevant: 
 a) user IDs; 
 b) system activities; 
 c) dates, times and details of key events, e.g. log-on and log-off; 
 d) device identity or location if possible and system identifier; 
 e) records of successful and rejected system access attempts; 
 f) records of successful and rejected data and other resource access attempts; 
 g) changes to system configuration; 
 h) use of privileges; 
 i) use of system utilities and applications; 
 j) files accessed and the kind of access; 
 k) network addresses and protocols; 
 l) alarms raised by the access control system; 
 m) activation and de-activation of protection systems, such as anti-virus systems and intrusion detection systems; 
 n) records of transactions executed by users in applications. 
 
 Event logging sets the foundation for automated monitoring systems which are capable of generating consolidated reports and alerts on system security. 
 
 Other information 
 Event logs can contain sensitive data and personally identifiable information. Appropriate privacy protection measures should be taken. 
 
 Where possible, system administrators should not have permission to erase or de-activate logs of their own activities.","Evidence of using systems for logging and monitoring such as SIEM solutions including various logs such as audit logs, fault logs, etc."
A,12.4.2,Protection of log information,"Logging facilities and log information should be protected against tampering and unauthorized access. 
 
 Implementation guidance 
 Controls should aim to protect against unauthorized changes to log information and operational problems with the logging facility including: 
 a) alterations to the message types that are recorded; 
 b) log files being edited or deleted; 
 c) storage capacity of the log file media being exceeded, resulting in either the failure to record events or over-writing of past recorded events. 
 
 Some audit logs may be required to be archived as part of the record retention policy or because of requirements to collect and retain evidence. 
 
 Other information 
 System logs often contain a large volume of information, much of which is extraneous to information security monitoring. To help identify significant events for information security monitoring purposes, the copying of appropriate message types automatically to a second log, or the use of suitable system utilities or audit tools to perform file interrogation and rationalization should be considered. 
 
 System logs need to be protected, because if the data can be modified or data in them deleted, their existence may create a false sense of security. Real-time copying of logs to a system outside the control of a system administrator or operator can be used to safeguard logs.",Evidence of applying access control on logging systems and servers. 
A,12.4.3,Administrator and operator logs,"System administrator and system operator activities should be logged and the logs protected and regularly reviewed. 
 
 Implementation Guidance 
 Privileged user account holders may be able to manipulate the logs on information processing facilities under their direct control, therefore it is necessary to protect and review the logs to maintain accountability for the privileged users. 
 
 Other information 
 An intrusion detection system managed outside of the control of system and network administrators can be used to monitor system and network administration activities for compliance.",Evidence for logging administrator activities. 
A,12.4.4,Clock synchronisation,"The clocks of all relevant information processing systems within an organization or security domain should be synchronized to a single reference time source. 
 
 Implementation guidance 
 External and internal requirements for time representation, synchronisation and accuracy should be documented. Such requirements can be legal, regulatory, contractual requirements, standards compliance or requirements for internal monitoring. A standard reference time for use within the organization should be defined. 
 
 The organization's approach to obtaining a reference time from external source(s) and how to synchronise internal clocks reliably should be documented and implemented. 
 
 Other information 
 The correct setting of computer clocks is important to ensure the accuracy of audit logs, which may be required for investigations or as evidence in legal or disciplinary cases. Inaccurate audit logs may hinder such investigations and damage the credibility of such evidence. A clock linked to a radio time broadcast from a national atomic clock can be used as the master clock for logging systems. A network time protocol can be used to keep all of the servers in synchronisation with the master clock.",Evidence of using protocols or systems such as network time protocol for clock synchronization. 
A,12.5.1,Installation of software on operational systems,"Procedures should be implemented to control the installation of software on operational systems. 
 
 The following guidelines should be considered to control changes of software on operational systems: 
 a) the updating of the operational software, applications and program libraries should only be performed by trained administrators upon appropriate management authorization; 
 b) operational systems should only hold approved executable code and not development code or compilers; 
 c) applications and operating system software should only be implemented after extensive and successful testing; the tests should cover usability, security, effects on other systems and user- friendliness and should be carried out on separate systems; it should be ensured that all corresponding program source libraries have been updated; 
 d) a configuration control system should be used to keep control of all implemented software as well as the system documentation; 
 e) a rollback strategy should be in place before changes are implemented; 
 f) an audit log should be maintained of all updates to operational program libraries; 
 g) previous versions of application software should be retained as a contingency measure; 
 h) old versions of software should be archived, together with all required information and parameters, procedures, configuration details and supporting software for as long as the data are retained in archive. 
 
 Vendor supplied software used in operational systems should be maintained at a level supported by the supplier. Over time, software vendors will cease to support older versions of software. The organization should consider the risks of relying on unsupported software. 
 
 Any decision to upgrade to a new release should take into account the business requirements for the change and the security of the release, e.g. the introduction of new information security functionality or the number and severity of information security problems affecting this version. Software patches should be applied when they can help to remove or reduce information security weaknesses. 
 
 Physical or logical access should only be given to suppliers for support purposes when necessary and with management approval. The supplier's activities should be monitored. 
 
 Computer software may rely on externally supplied software and modules, which should be monitored and controlled to avoid unauthorized changes, which could introduce security weaknesses.",Sample request and procedure followed for installation of software on operational systems. 
A,12.6.1,Management of technical vulnerabilities,"Information about technical vulnerabilities of information systems being used should be obtained in a timely fashion, the organization's exposure to such vulnerabilities evaluated and appropriate measures taken to address the associated risk. 
 
 Implementation Guidance 
 A current and complete inventory of assets is a prerequisite for effective technical vulnerability management. Specific information needed to support technical vulnerability management includes the software vendor, version numbers, current state of deployment (e.g. what software is installed on what systems) and the person(s) within the organization responsible for the software. 
 
 Appropriate and timely action should be taken in response to the identification of potential technical vulnerabilities. The following guidance should be followed to establish an effective management process for technical vulnerabilities: 
 a) the organization should define and establish the roles and responsibilities associated with technical vulnerability management, including vulnerability monitoring, vulnerability risk assessment, patching, asset tracking and any coordination responsibilities required; 
 b) information resources that will be used to identify relevant technical vulnerabilities and to maintain awareness about them should be identified for software and other technology based on the asset inventory list; these information resources should be updated based on changes in the inventory or when other new or useful resources are found; 
 c) a timeline should be defined to react to notifications of potentially relevant technical vulnerabilities; 
 d) once a potential technical vulnerability has been identified, the organization should identify the associated risks and the actions to be taken; such action could involve patching of vulnerable systems or applying other controls; 
 e) depending on how urgently a technical vulnerability needs to be addressed, the action taken should be carried out according to the controls related to change management or by following information security incident response procedures; 
 f) if a patch is available from a legitimate source, the risks associated with installing the patch should be assessed (the risks posed by the vulnerability should be compared with the risk of installing the patch); 
 g) patches should be tested and evaluated before they are installed to ensure they are effective and do not result in side effects that cannot be tolerated; if no patch is available, other controls should be considered, such as: 
 1) turning off services or capabilities related to the vulnerability; 
 2) adapting or adding access controls, e.g. firewalls, at network borders; 
 3) increased monitoring to detect actual attacks; 
 4) raising awareness of the vulnerability; 
 h) an audit log should be kept for all procedures undertaken; 
 i) the technical vulnerability management process should be regularly monitored and evaluated in order to ensure its effectiveness and efficiency; 
 j) systems at high risk should be addressed first; 
 k) an effective technical vulnerability management process should be aligned with incident management activities, to communicate data on vulnerabilities to the incident response function and provide technical procedures to be carried out should an incident occur; 
 l) define a procedure to address the situation where a vulnerability has been identified but there is no suitable countermeasure. In this situation, the organization should evaluate risks relating to the known vulnerability and define appropriate detective and corrective actions. 
 
 Other information 
 Technical vulnerability management can be viewed as a sub-function of change management and as 
 such can take advantage of the change management processes and procedures. 
 
 Vendors are often under significant pressure to release patches as soon as possible. Therefore, there is a possibility that a patch does not address the problem adequately and has negative side effects. Also, in some cases, uninstalling a patch cannot be easily achieved once the patch has been applied. 
 
 If adequate testing of the patches is not possible, e.g. because of costs or lack of resources, a delay in patching can be considered to evaluate the associated risks, based on the experience reported by other users. The use of ISO/IEC 27031[14] can be beneficial.",Technical assessment reports such as reports of vulnerability scans. Reports of patch management and applying latest security patches. 
A,12.6.2,Restrictions on software installation,"Rules governing the installation of software by users should be established and implemented. 
 
 Implementation Guidance 
 The organization should define and enforce strict policy on which types of software users may install. 
 
 The principle of least privilege should be applied. If granted certain privileges, users may have the ability to install software. The organization should identify what types of software installations are permitted (e.g. updates and security patches to existing software) and what types of installations are prohibited (e.g. software that is only for personal use and software whose pedigree with regard to being potentially malicious is unknown or suspect). These privileges should be granted having regard to the roles of the users concerned. 
 
 Other information 
 Uncontrolled installation of software on computing devices can lead to introducing vulnerabilities and then to information leakage, loss of integrity or other information security incidents, or to violation of intellectual property rights.",Access matrix showing access right limitation of normal end users. 
A,12.7.1,Information systems audit controls,"Audit requirements and activities involving verification of operational systems should be carefully planned and agreed to minimize disruptions to business processes. 
 
 Implementation Guidance 
 The following guidelines should be observed: 
 a) audit requirements for access to systems and data should be agreed with appropriate management; 
 b) the scope of technical audit tests should be agreed and controlled; 
 c) audit tests should be limited to read-only access to software and data; 
 d) access other than read-only should only be allowed for isolated copies of system files, which should be erased when the audit is completed, or given appropriate protection if there is an obligation to keep such files under audit documentation requirements; 
 e) requirements for special or additional processing should be identified and agreed; 
 f) audit tests that could affect system availability should be run outside business hours; g) all access should be monitored and logged to produce a reference trail.",Policy for controlling audits of operational systems and avoiding any disruption due to these audits. 
A,13.1.1,Network controls,"Networks should be managed and controlled to protect information in systems and applications 
 
 Implementation Guidance 
 Controls should be implemented to ensure the security of information in networks and the protection of connected services from unauthorized access. In particular, the following items should be considered: 
 a) responsibilities and procedures for the management of networking equipment should be established; 
 b) operational responsibility for networks should be separated from computer operations where 
 appropriate; 
 c) special controls should be established to safeguard the confidentiality and integrity of data passing over public networks or over wireless networks and to protect the connected systems and applications; special controls may also be required to maintain the availability of the network services and computers connected; 
 d) appropriate logging and monitoring should be applied to enable recording and detection of actions that may affect, or are relevant to, information security; 
 e) management activities should be closely coordinated both to optimize the service to the organization and to ensure that controls are consistently applied across the information processing infrastructure; 
 f) systems on the network should be authenticated; 
 g) systems connection to the network should be restricted. 
 
 Other information 
 Additional information on network security can be found in ISO/IEC 27033.[15][16][17][18][19]",Network diagram showing network security controls implemented and technical assessment report for the network. 
A,13.1.2,Security of network services,"Security mechanisms, service levels and management requirements of all network services should be identified and included in network services agreements, whether these services are provided in-house or outsourced. 
 
Implementation Guidance 
The ability of the network service provider to manage agreed services in a secure way should be determined and regularly monitored, and the right to audit should be agreed. 
 
 The security arrangements necessary for particular services, such as security features, service levels and management requirements, should be identified. The organization should ensure that network service providers implement these measures. 
 
 Other information 
 Network services include the provision of connections, private network services and value added networks and managed network security solutions such as firewalls and intrusion detection systems. These services can range from simple unmanaged bandwidth to complex value-added offerings. 
 
 Security features of network services could be: 
 a) technology applied for security of network services, such as authentication, encryption and network connection controls; 
 b) technical parameters required for secured connection with the network services in accordance with the security and network connection rules; 
 c) procedures for the network service usage to restrict access to network services or applications, where necessary.",Agreement with network service provider including service level agreements. 
A,13.1.3,Segregation in networks,"Groups of information services, users and information systems should be segregated on networks. 
 
 Implementation Guidance 
 One method of managing the security of large networks is to divide them into separate network domains. The domains can be chosen based on trust levels (e.g. public access domain, desktop domain, server domain), along organizational units (e.g. human resources, finance, marketing) or some combination (e.g. server domain connecting to multiple organizational units). The segregation can be done using either physically different networks or by using different logical networks (e.g.virtual private networking). 
 
 The perimeter of each domain should be well defined. Access between network domains is allowed, but should be controlled at the perimeter using a gateway (e.g. firewall, filtering router). The criteria for segregation of networks into domains, and the access allowed through the gateways, should be based on an assessment of the security requirements of each domain. The assessment should be in accordance with the access control policy, access requirements, value and classification of information processed and also take account of the relative cost and performance impact of incorporating suitable gateway technology. 
 
 Wireless networks require special treatment due to the poorly defined network perimeter. For sensitive environments, consideration should be made to treat all wireless access as external connections and to segregate this access from internal networks until the access has passed through a gateway in accordance with network controls policy before granting access to internal systems. 
 
 The authentication, encryption and user level network access control technologies of modern, standards based wireless networks may be sufficient for direct connection to the organization's internal network when properly implemented. 
 
 Other information 
 Networks often extend beyond organizational boundaries, as business partnerships are formed that require the interconnection or sharing of information processing and networking facilities. Such extensions can increase the risk of unauthorized access to the organization's information systems that use the network, some of which require protection from other network users because of their sensitivity or criticality.",Network diagram showing segregation in networks. 
A,13.2.1,Information transfer policies and procedures,"Formal transfer policies, procedures and controls should be in place to protect the transfer of information through the use of all types of communication facilities. 
 
 Implementation Guidance 
 The procedures and controls to be followed when using communication facilities for information transfer should consider the following items: 
 a) procedures designed to protect transferred information from interception, copying, modification, mis-routing and destruction; 
 b) procedures for the detection of and protection against malware that may be transmitted through the use of electronic communications; 
 c) procedures for protecting communicated sensitive electronic information that is in the form of an attachment; 
 d) policy or guidelines outlining acceptable use of communication facilities; 
 e) personnel, external party and any other user's responsibilities not to compromise the organization, e.g. through defamation, harassment, impersonation, forwarding of chain letters, unauthorized purchasing, etc.; 
 f) use of cryptographic techniques e.g. to protect the confidentiality, integrity and authenticity of information; 
 g) retention and disposal guidelines for all business correspondence, including messages, in accordance with relevant national and local legislation and regulations; 
 h) controls and restrictions associated with using communication facilities, e.g. automatic forwarding of electronic mail to external mail addresses; 
 i) advising personnel to take appropriate precautions not to reveal confidential information; 
 j) not leaving messages containing confidential information on answering machines since these may be replayed by unauthorized persons, stored on communal systems or stored incorrectly as a result of misdialing; 
 k) advising personnel about the problems of using facsimile machines or services, namely: 
 1) unauthorized access to built-in message stores to retrieve messages; 
 2) deliberate or accidental programming of machines to send messages to specific numbers; 
 3) sending documents and messages to the wrong number either by misdialling or using the wrong stored number. 
 
 In addition, personnel should be reminded that they should not have confidential conversations in public places or over insecure communication channels, open offices and meeting places. 
 
 Information transfer services should comply with any relevant legal requirements. 
 
 Other information 
 Information transfer may occur through the use of a number of different types of communication facilities, including electronic mail, voice, facsimile and video. 
 
 Software transfer may occur through a number of different mediums, including downloading from the Internet and acquisition from vendors selling off-the-shelf products. 
 
 The business, legal and security implications associated with electronic data interchange, electronic commerce and electronic communications and the requirements for controls should be considered.",Information transfer policy and procedure document.
A,13.2.2,Agreements on information transfer,"Agreements should address the secure transfer of business information between the organization and external parties. 
 
 Implementation Guidance 
 Information transfer agreements should incorporate the following: 
 a) management responsibilities for controlling and notifying transmission, dispatch and receipt; 
 b) procedures to ensure traceability and non-repudiation; 
 c) minimum technical standards for packaging and transmission; 
 d) escrow agreements; 
 e) courier identification standards; 
 f) responsibilities and liabilities in the event of information security incidents, such as loss of data; 
 g) use of an agreed labelling system for sensitive or critical information, ensuring that the meaning of the labels is immediately understood and that the information is appropriately protected; 
 h) technical standards for recording and reading information and software; 
 i) any special controls that are required to protect sensitive items, such as cryptography; 
 j) maintaining a chain of custody for information while in transit; 
 k) acceptable levels of access control. 
 
 Policies, procedures and standards should be established and maintained to protect information and physical media in transit, and should be referenced in such transfer agreements. 
 
 The information security content of any agreement should reflect the sensitivity of the business information involved. 
 
 Other information 
 Agreements may be electronic or manual, and may take the form of formal contracts. For confidential information, the specific mechanisms used for the transfer of such information should be consistent for all organizations and types of agreements.",Sample information transfer agreement with third party (Note: this might be included in the contract with third party).
A,13.2.3,Electronic messaging,"Information involved in electronic messaging should be appropriately protected. 
 
 Implementation guidance 
 Information security considerations for electronic messaging should include the following: 
 a) protecting messages from unauthorized access, modification or denial of service commensurate with the classification scheme adopted by the organization; 
 b) ensuring correct addressing and transportation of the message; 
 c) reliability and availability of the service; 
 d) legal considerations, for example requirements for electronic signatures; 
 e) obtaining approval prior to using external public services such as instant messaging, social networking or file sharing; 
 f) stronger levels of authentication controlling access from publicly accessible networks. 
 
 Other information 
 There are many types of electronic messaging such as email, electronic data interchange and social networking which play a role in business communications.","Email security policy and controls implemented for protection of electronic messaging such as antispam, email gateway, etc. "
A,13.2.4,Confidentiality or non-disclosure agreements,"Requirements for confidentiality or non-disclosure agreements reflecting the organization's needs for the protection of information should be identified, regularly reviewed and documented. 
 
 Implementation guidance 
 Confidentiality or non-disclosure agreements should address the requirement to protect confidential information using legally enforceable terms. Confidentiality or non-disclosure agreements are applicable to external parties or employees of the organization. Elements should be selected or added in consideration of the type of the other party and its permissible access or handling of confidential information. To identify requirements for confidentiality or non-disclosure agreements, the following elements should be considered: 
 a) a definition of the information to be protected (e.g. confidential information); 
 b) expected duration of an agreement, including cases where confidentiality might need to be maintained indefinitely; 
 c) required actions when an agreement is terminated; 
 d) responsibilities and actions of signatories to avoid unauthorized information disclosure; 
 e) ownership of information, trade secrets and intellectual property, and how this relates to the protection of confidential information; 
 f) the permitted use of confidential information and rights of the signatory to use information; 
 g) the right to audit and monitor activities that involve confidential information; 
 h) process for notification and reporting of unauthorized disclosure or confidential information leakage; 
 i) terms for information to be returned or destroyed at agreement cessation; 
 j) expected actions to be taken in case of a breach of the agreement. 
 
 Based on an organization's information security requirements, other elements may be needed in a confidentiality or non-disclosure agreement. 
 
 Confidentiality and non-disclosure agreements should comply with all applicable laws and regulations for the jurisdiction to which they apply. 
 
 Requirements for confidentiality and non-disclosure agreements should be reviewed periodically and when changes occur that influence these requirements. 
 
 Other information 
 Confidentiality and non-disclosure agreements protect organizational information and inform signatories of their responsibility to protect, use and disclose information in a responsible and authorized manner. 
 
 There may be a need for an organization to use different forms of confidentiality or non-disclosure agreements in different circumstances.",Sample non-disclosure agreement. 
A,14.1.1,Information security requirements analysis and specification,"The information security related requirement should be included in the requirements for new information systems or enhancements to existing information systems. 
 
 Implementation guidance 
 Information security requirements should be identified using various methods such as deriving compliance requirements from policies and regulations, threat modelling, incident reviews, or use of vulnerability thresholds. Results of the identification should be documented and reviewed by all stakeholders. 
 
 Information security requirements and controls should reflect the business value of the information involved and the potential negative business impact which might result from lack of adequate security. 
 
 Identification and management of information security requirements and associated processes should be integrated in early stages of information systems projects. Early consideration of information security requirements, e.g. at the design stage can lead to more effective and cost efficient solutions. 
 
 Information security requirements should also consider: 
 a) the level of confidence required towards the claimed identity of users, in order to derive user authentication requirements; 
 b) access provisioning and authorization processes, for business users as well as for privileged or technical users; 
 c) informing users and operators of their duties and responsibilities; 
 d) the required protection needs of the assets involved, in particular regarding availability, confidentiality, integrity; 
 e) requirements derived from business processes, such as transaction logging and monitoring, non- repudiation requirements; 
 f) requirements mandated by other security controls, e.g. interfaces to logging and monitoring or data leakage detection systems. 
 
 For applications that provide services over public networks or which implement transactions. 
 
 If products are acquired, a formal testing and acquisition process should be followed. Contracts with the supplier should address the identified security requirements. Where the security functionality in a proposed product does not satisfy the specified requirement, the risk introduced and associated controls should be reconsidered prior to purchasing the product. 
 
 Available guidance for security configuration of the product aligned with the final software / service stack of that system should be evaluated and implemented. 
 
 Criteria for accepting products should be defined e.g. in terms of their functionality, which will give assurance that the identified security requirements are met. Products should be evaluated against these criteria before acquisition. Additional functionality should be reviewed to ensure it does not introduce unacceptable additional risks. 
 
 Other information 
 ISO/IEC 27005[11] and ISO 31000[27] provide guidance on the use of risk management processes to identify controls to meet information security requirements.",A report of identification and analysis of information security requirements for a new information system development.
A,14.1.2,Securing application services on public networks,"Information involved in application services passing over public networks should be protected from fraudulent activity, contract dispute and unauthorized disclosure and modification. 
 
 Implementation guidance 
 Information security considerations for application services passing over public networks should include the following: 
 a) the level of confidence each party requires in each other's claimed identity, e.g. through authentication; 
 b) authorization processes associated with who may approve contents of, issue or sign key transactional documents; 
 c) ensuring that communicating partners are fully informed of their authorizations for provision or use of the service; 
 d) determining and meeting requirements for confidentiality, integrity, proof of dispatch and receipt of key documents and the non-repudiation of contracts, e.g. associated with tendering and contract processes; 
 e) the level of trust required in the integrity of key documents; 
 f) the protection requirements of any confidential information; 
 g) the confidentiality and integrity of any order transactions, payment information, delivery address details and confirmation of receipts; 
 h) the degree of verification appropriate to verify payment information supplied by a customer; 
 i) selecting the most appropriate settlement form of payment to guard against fraud; 
 j) the level of protection required to maintain the confidentiality and integrity of order information; 
 k) avoidance of loss or duplication of transaction information; 
 l) liability associated with any fraudulent transactions; 
 m) insurance requirements. 
 
 Many of the above considerations can be addressed by the application of cryptographic controls, taking into account compliance with legal requirements. 
 
 Application service arrangements between partners should be supported by a documented agreement which commits both parties to the agreed terms of services, including details of authorization (see b) above). 
 
 Resilience requirements against attacks should be considered, which can include requirements for protecting the involved application servers or ensuring the availability of network interconnections required to deliver the service. 
 
 Other information 
 Applications accessible via public networks are subject to a range of network related threats, such as fraudulent activities, contract disputes or disclosure of information to the public. Therefore, detailed risk assessments and proper selection of controls are indispensable. Controls required often include cryptographic methods for authentication and securing data transfer. 
 
 Application services can make use of secure authentication methods, e.g. using public key cryptography and digital signatures to reduce the risks. Also, trusted third parties can be used, where such services are needed.",Evidence of technical testing and controls for applications on public networks such as the use of web application firewalls. 
