primary_id,sub_id,Name,Type,Affected property(ies),Risk,Treatment
T2,3.8.1,Unattended user equipment - User responsibilities ,Environmental and Physical Security,"Confidentiality 
Integrity 
Availability ",Equipment theft due to lack of establishing user responsibilities and procedures when leaving equipment unattended.,Ensure that the entity shall establish user responsibilities and procedures when leaving equipment unattended.
T2,3.8.2,Unattended user equipment - Configure equipment ,Environmental and Physical Security,"Confidentiality 
",Data leakage due to lack of configuring equipment and systems to implement automatic protections when left unattended.,Ensure that the entity shall configure equipment and systems to implement automatic protections when left unattended.
T2,3.9.1,Clear desk and clear screen policy - Appropriate policy ,Environmental and Physical Security,"Confidentiality 
",Unintentional data leakage due to lack of appropriate clear desk and clear screen policy.,Ensure that the clear desk and clear screen policy shall be appropriate to the purpose of the entity.
T2,3.9.2,Clear desk and clear screen policy - Responsibilities ,Environmental and Physical Security,"Confidentiality 
",Unintentional data leakage due to lack of outlining the responsibilities of the users with respect to clear desk and clear screen.,Ensure that the clear desk and clear screen policy shall outline the responsibilities of the users with respect to clear desk and clear screen.
T2,3.9.3,Clear desk and clear screen policy - Formalized,Environmental and Physical Security,"Confidentiality 
",Unintentional data leakage due to lack of formalizing clear desk and clear screen policy.,Ensure that the clear desk and clear screen policy shall be formalized and readily available to all users.
T2,3.9.4,Clear desk and clear screen policy - Print ,Environmental and Physical Security,"Confidentiality 
",Unintentional data leakage due to lack of printing and making available clear desk and clear screen policy.,Ensure that the clear desk and clear screen policy shall be printed and made available to all desks subject to clear desk policy.
T3,1.1.1,Operations management policy - Appropriate policy,"Operations, Systems and Communication Management",Availability ,Disruption of critical services due to lack of appropriate operations management policy.,Ensure that the operations management policy shall be appropriate to the purpose of the entity.
T3,1.1.2,Operations management policy - Framework ,"Operations, Systems and Communication Management","Confidentiality Integrity 
","Unauthorized access and/changes due to lack of providing the framework for managing the operations of systems, processes, and controls related to information security.","Ensure that the operations management policy shall provide the framework for managing the operations of systems, processes, and controls related to information security."
T3,2.1.1,Common systems configuration guidelines - Identify products ,"Operations, Systems and Communication Management","Confidentiality 
Integrity 
Availability ",Human/user error due to lack of identifying common information technology products used within the entity.,Ensure that the guidelines shall identify common information technology products used within the entity.
T3,2.1.2,Common systems configuration guidelines - Minimum configurations ,"Operations, Systems and Communication Management","Confidentiality Integrity 
",Unauthorized access and/changes due to lack of defining minimum security configurations to be employed in each product.,Ensure that the guidelines shall define minimum security configurations to be employed in each product.
T3,2.2.1,Documented operating procedures - Document operating procedures ,"Operations, Systems and Communication Management","Confidentiality 
Integrity 
Availability ",Human/user error due to lack of documenting operating procedures in a format that facilitates dissemination to all relevant stakeholders.,Ensure that the entity shall document operating procedures in a format that facilitates dissemination to all relevant stakeholders.
T3,2.2.2,Documented operating procedures - Periodic review ,"Operations, Systems and Communication Management","Confidentiality 
Integrity 
Availability ",Human/user error due to lack of ensuring that operating procedures are reviewed periodically.,Ensure that the operating procedures are reviewed periodically.
T3,2.2.3,Documented operating procedures - Aware ,"Operations, Systems and Communication Management","Confidentiality 
Integrity 
Availability ",Human/user error due to lack of ensuring that all relevant stakeholders are aware of and have access to relevant operating procedures.,Ensure that all relevant stakeholders are aware of and have access to relevant operating procedures.
T3,2.3.1,Change management - Document process ,"Operations, Systems and Communication Management","Integrity 
",Unauthorized changes due to lack of documenting a change management process.,Ensure that the entity shall document a change management process.
T3,2.3.2,Change management - Integrate controls  ,"Operations, Systems and Communication Management",Availability ,Disruption of services caused by unavailability of systems due to lack of integrating specific process controls to ensure the change management process is executed correctly.,Ensure that the entity shall integrate specific process controls to ensure the change  management process is executed correctly.
T3,2.3.3,Change management - Define the systems ,"Operations, Systems and Communication Management",Availability ,Disruption of services caused by unavailability of systems due to lack of defining the systems to which the change management process applies.,Ensure that the entity shall define the systems to which the change management process applies.
T3,2.3.4,Change management - Assign responsibilities ,"Operations, Systems and Communication Management",Availability ,Disruption of services caused by unavailability of systems due to lack of assigning management responsibilities for control of changes to identified systems.,Ensure that the entity shall assign management responsibilities for control of changes to identified systems.
T3,2.4.1,Segregation of duties - Identify specific sets,"Operations, Systems and Communication Management","Confidentiality 
Integrity 
Availability ",Misuse of information systems due to lack of identifying specific sets of duties that should be segregated.,Ensure that the entity shall identify specific sets of duties that should be segregated.
T3,2.4.2,Segregation of duties - Assign segregation requirements ,"Operations, Systems and Communication Management","Confidentiality 
Integrity 
Availability ",Misuse of information systems due to lack of ensuring duties with segregation requirements are assigned to different resources.,Ensure that the duties with segregation requirements are assigned to different resources.
T3,2.4.3,Segregation of duties - Implement alternative controls ,"Operations, Systems and Communication Management","Confidentiality 
Integrity 
Availability ",Misuse of information systems due to lack of implementing suitable alternative controls in the case that duties with segregation requirements cannot be assigned to different resources.,Ensure that the entity shall implement suitable alternative controls in the case that duties with segregation requirements cannot be assigned to different resources.
T3,2.5.1,"Separation of development, test, and operational facilities - Identify level of separation ","Operations, Systems and Communication Management",Availability ,"  disruption of critical services due to lack of identifying the appropriate level of separation between operational, test, and development environments.","Ensure that the entity shall identify the appropriate level of separation between operational, test, and development environments."
T3,2.5.2,"Separation of development, test, and operational facilities - Transferring software ","Operations, Systems and Communication Management",Availability ,  disruption of critical services due to lack of defining the rules for transferring software and systems from one environment to another.,Ensure that the entity shall define the rules for transferring software and systems from one environment to another.
T3,2.5.3,"Separation of development, test, and operational facilities - Integrate rules ","Operations, Systems and Communication Management","Confidentiality 
",Disclosure of critical application data due to lack of ensuring the rules are integrated into the system / software development lifecycle.,Ensure that the rules are integrated into the system / software development lifecycle.
T3,3.1.1,Capacity management - Measure capacity ,"Operations, Systems and Communication Management",Availability ,Disruption of services caused by unavailability of systems due to lack of having the ability to measure capacity of current systems and estimate capacity requirements of planned systems.,Ensure that the entity shall have the ability to measure capacity of current systems and  estimate capacity requirements of planned systems.
T3,3.1.2,Capacity management - Integrate with relevant controls ,"Operations, Systems and Communication Management",Availability ,Disruption of services caused by unavailability of systems due to lack of integrating capacity management controls into relevant demand  management and software / system development lifecycle processes.,Ensure that the entity shall integrate capacity management controls into relevant demand management and software/system development lifecycle processes.
T3,3.1.3,Capacity management - Adjustments ,"Operations, Systems and Communication Management",Availability ,Disruption of services caused by unavailability of systems due to lack of making necessary adjustments to capacity to maintain required system performance.,Ensure that the entity shall make necessary adjustments to capacity to maintain required system performance.
T3,3.2.1,System acceptance and testing - Define requirements ,"Operations, Systems and Communication Management","Confidentiality 
Integrity 
Availability ",Cyber attack/exploitation of information system vulnerabilities due to lack of defining the requirements for testing new / updated systems prior to placing them in the operational environment.,Ensure that the entity shall define the requirements for testing new / updated systems prior to placing them in the operational environment.
T3,3.2.2,System acceptance and testing - Acceptable parameters ,"Operations, Systems and Communication Management","Confidentiality 
Integrity 
Availability ",Cyber attack/exploitation of application vulnerabilities due to lack of defining the acceptable parameters for each requirement.,Ensure that the entity shall define the acceptable parameters for each requirement.
T3,3.2.3,System acceptance and testing - Test ,"Operations, Systems and Communication Management","Confidentiality 
Integrity 
Availability ",Inappropriate content display due to lack of ensuring tests are carried out and that results are documented.,Ensure that the tests are carried out and that results are documented.
T3,3.2.4,System acceptance and testing - Assign responsibility ,"Operations, Systems and Communication Management","Confidentiality 
Integrity 
Availability ",Inappropriate content display due to lack of assigning responsibility for ensuring tests are completed prior to accepting new systems into operational environment.,Ensure that the entity shall formally assign responsibility for ensuring tests are completed prior to accepting new systems into operational environment.
T3,4.1.1,Controls against malware - Anti-malware protection ,"Operations, Systems and Communication Management","Confidentiality 
Integrity 
Availability ","Malware infection due to lack of employing anti-malware protection mechanisms for the network as well as servers, workstations, laptops and other devices connected to it.","Ensure that the entity shall employ anti-malware protection mechanisms for the network as well as servers, workstations, laptops and other devices connected to it."
T3,4.1.2,Controls against malware - Updated anti-malware,"Operations, Systems and Communication Management","Confidentiality 
Integrity 
Availability ",Malware infection due to lack of ensuring that all anti-malware protection are up-to-date.,Ensure that all anti-malware protection are up-to-date.
T3,4.1.3,Controls against malware - Scan systems ,"Operations, Systems and Communication Management","Confidentiality 
Integrity 
Availability ",Malware infection due to lack of periodically scanning all information systems files as well as files downloaded from public networks.,Ensure that the entity shall periodically scan all information systems files as well as files downloaded from public networks.
T3,4.1.4,Controls against malware - Scan email attachments ,"Operations, Systems and Communication Management","Confidentiality 
Integrity 
Availability ",Malware infection due to lack of scanning all email attachments before reaching user’s inbox.,Ensure that the entity shall scan all email attachments before reaching user’s inbox.
T3,4.1.5,Controls against malware - Scan media ,"Operations, Systems and Communication Management","Confidentiality 
Integrity 
Availability ",Malware infection due to lack of scanning removable media for malware every time they are connected to the information systems.,Ensure that the entity shall scan removable media for malware every time they are connected to the information systems.
T3,4.1.6,Controls against malware - Configure systems ,"Operations, Systems and Communication Management","Confidentiality 
Integrity 
Availability ","Malware infection due to lack of configuring servers, workstations, laptops so that they don’t “auto-run” contents from removable media.","Ensure that the entity shall configure servers, workstations, laptops so that they don’t “auto-run” contents from removable media."
T3,4.1.7,Controls against malware - Monitor tools ,"Operations, Systems and Communication Management","Confidentiality 
Integrity 
Availability ",Malware infection due to lack of monitoring anti-malware protection tools for malware detection events that should be logged and a notification should be sent to the administrators.,Ensure that the entity shall monitor anti-malware protection tools for malware detection events that should be logged and a notification should be sent to the administrators.
T3,4.1.8,Controls against malware - User awareness ,"Operations, Systems and Communication Management","Confidentiality 
Integrity 
Availability ","Malware infection due to lack of ensuring that users are aware of malware risks, behaviors and preventative actions.","Ensure that the entity shall ensure that users are aware of malware risks, behaviors and preventative actions."
T3,5.1.1,Information Backup - Establish guidelines ,"Operations, Systems and Communication Management",Availability ,Disruption of critical services due to lack of establishing guidelines for determining what information and software requires backup and how often.,Ensure that the entity shall establish guidelines for determining what information and software requires backup and how often.
T3,5.1.2,Information Backup - Establish procedures ,"Operations, Systems and Communication Management",Availability ,Disruption of critical services due to lack of establishing and documenting clear backup procedures and system capabilities for all applicable backup requirements.,Ensure that the entity shall establish and document clear backup procedures and system capabilities for all applicable backup requirements.
T3,5.1.3,Information Backup - Test,"Operations, Systems and Communication Management",Availability ,Disruption of critical services due to lack of ensuring backed up information and software is routinely tested for reliability.,Ensure that the entity shall ensure backed up information and software is routinely tested for reliability.
T3,5.1.4,Information Backup - IT staff skills,"Operations, Systems and Communication Management","Confidentiality 
Integrity 
Availability ",Human/user error due to lack of ensuring that it staff have the skills and qualification to conduct the backup procedures.,Ensure that the entity shall ensure it staff have the skills and qualification to conduct the backup procedures.
T3,6.1.1,Monitoring policy and procedures - Outline ,"Operations, Systems and Communication Management","Confidentiality 
Integrity 
Availability ","Cyber attack caused by unauthorized logical access due to lack of outlining what system aspects shall be monitored, how they shall be monitored, and how often they shall be monitored.","Ensure that the monitoring policy and related procedures shall outline what system aspects shall be monitored, how they shall be monitored, and how often they shall be monitored."
T3,6.1.2,Monitoring policy and procedures - Assign responsibilities ,"Operations, Systems and Communication Management","Confidentiality 
Integrity 
Availability ",Cyber attack caused by unauthorized logical access due to lack of assigning responsibility for monitoring activities.,Ensure that the monitoring policy and related procedures shall assign responsibility for monitoring activities.
T3,6.1.3,Monitoring policy and procedures - Incident response process ,"Operations, Systems and Communication Management","Confidentiality 
Integrity 
Availability ",Cyber attack caused by unauthorized logical access due to lack of defining how information from monitoring activities will be fed into the incident response process.,Ensure that the monitoring policy and related procedures shall define how information from monitoring activities will be fed into the incident response process.
T3,6.1.4,Monitoring policy and procedures - Account for requirements ,"Operations, Systems and Communication Management","Confidentiality 
Integrity 
Availability ",Breach of legislation due to lack of accounting for any sector or national requirements regarding information to be shared with external entities in the monitoring policy and related procedures.,Ensure that the monitoring policy and related procedures shall account for any sector or national requirements regarding information to be shared with external entities.
T3,6.1.5,Monitoring policy and procedures - Document policy and procedures ,"Operations, Systems and Communication Management","Confidentiality 
Integrity 
Availability ",Cyber attack caused by unauthorized logical access due to lack of documenting monitoring policy and related procedures.,Ensure that the monitoring policy and related procedures shall be documented.
T3,6.2.1,Audit logging - Identify all activities ,"Operations, Systems and Communication Management","Confidentiality 
Integrity 
Availability ","Cyber attack caused by unauthorized logical access due to lack of identifying all activities to be captured in audit logs for all hardware devices, operating systems and installed applications.","Ensure that the entity shall identify all activities to be captured in audit logs for all hardware devices, operating systems and installed applications."
T3,6.2.2,Audit logging - Minimum information requirements ,"Operations, Systems and Communication Management","Confidentiality 
Integrity 
Availability ",Cyber attack caused by unauthorized logical access due to lack of identifying minimum information requirements for each activity to be captured.,Ensure that the entity shall identify minimum information requirements for each activity to be captured.
T3,6.2.3,Audit logging - Minimum frequency requirements ,"Operations, Systems and Communication Management","Confidentiality 
Integrity 
Availability ",Cyber attack caused by unauthorized logical access due to lack of defining minimum frequency requirements for reviewing audit logs.,Ensure that the entity shall define minimum frequency requirements for reviewing audit logs.
T3,6.2.4,Audit logging - Review audit logs ,"Operations, Systems and Communication Management","Confidentiality 
Integrity 
Availability ",Human/user error due to lack of ensuring that audit logs are reviewed by personnel with appropriate training and skills.,Ensure that the entity shall ensure audit logs are reviewed by personnel with appropriate training and skills.
T3,6.2.5,Audit logging - Minimum time requirements ,"Operations, Systems and Communication Management","Confidentiality 
Integrity 
Availability ",Cyber attack caused by unauthorized logical access due to lack of defining minimum time requirements for maintaining audit logs.,Ensure that the entity shall define minimum time requirements for maintaining audit logs.
T3,6.3.1,Monitoring system use - Identify systems ,"Operations, Systems and Communication Management",Availability ,Disruption of critical services due to lack of identifying all types of system use to be monitored.,Ensure that the entity shall identify all types of system use to be monitored.
T3,6.3.2,Monitoring system use - Minimum requirements ,"Operations, Systems and Communication Management","Confidentiality 
Integrity 
Availability ",Cyber attack caused by unauthorized logical access due to lack of identifying minimum information gathering requirements for each monitoring activity.,Ensure that the entity shall identify minimum information gathering requirements for each monitoring activity.
T3,6.3.3,Monitoring system use - Define frequency requirements ,"Operations, Systems and Communication Management","Confidentiality 
Integrity 
Availability ",Cyber attack caused by unauthorized logical access due to lack of defining minimum frequency requirements for reviewing information gathered from monitoring activities.,Ensure that the entity shall define minimum frequency requirements for reviewing information gathered from monitoring activities.
T3,6.3.4,Monitoring system use - Training and skills ,"Operations, Systems and Communication Management","Confidentiality 
Integrity 
Availability ",Human/user error due to lack of ensuring that information gathered from monitoring activities is reviewed by personnel with appropriate training and skills.,Ensure that the information gathered from monitoring activities is reviewed by personnel with appropriate training and skills.
T3,6.3.5,Monitoring system use - Define time requirements ,"Operations, Systems and Communication Management","Confidentiality 
Integrity 
Availability ",Cyber attack caused by unauthorized logical access due to lack of defining minimum time requirements for maintaining information gathered from monitoring activities.,Ensure that the entity shall define minimum time requirements for maintaining information gathered from monitoring activities.
T3,6.4.1,Protection of log information - Identify log information ,"Operations, Systems and Communication Management","Confidentiality 
Integrity 
Availability ",Cyber attack caused by unauthorized logical access due to lack of identifying the log information across all information systems that shall be protected.,Ensure that the entity shall identify the log information across all information systems that shall be protected.
T3,6.4.2,Protection of log information - Protect log information ,"Operations, Systems and Communication Management","Confidentiality 
Integrity 
Availability ",Cyber attack caused by unauthorized logical access due to lack of ensuring that log information are protected commensurate to the sensitivity of the content of the logs.,Ensure that the log information are protected commensurate to the sensitivity of the content of the logs
T3,6.5.1,Administrator and operator logs - Identify activities ,"Operations, Systems and Communication Management",Availability ,Disruption of critical services due to lack of identifying all activities to be captured in administrator and operator logs.,Ensure that the entity shall identify all activities to be captured in administrator and operator logs.
T3,6.5.2,Administrator and operator logs - Identify requirements ,"Operations, Systems and Communication Management",Availability ,Disruption of critical services due to lack of identifying minimum information requirement’s for each activity to be captured.,Ensure that the entity shall identify minimum information requirement’s for each activity to be captured.
T3,6.5.3,Administrator and operator logs - Define frequency requirements ,"Operations, Systems and Communication Management",Availability ,Disruption of critical services due to lack of defining minimum frequency requirements for reviewing administrator and operator logs.,Ensure that the entity shall define minimum frequency requirements for reviewing administrator and operator logs.
T3,6.5.4,Administrator and operator logs - Training and skills ,"Operations, Systems and Communication Management","Confidentiality 
Integrity 
Availability ",Human/user error due to lack of ensuring that the administrator and operator logs are reviewed by personnel with appropriate training and skills.,Ensure that the administrator and operator logs are reviewed by personnel with appropriate training and skills.
T3,6.5.5,Administrator and operator logs - Define time requirements ,"Operations, Systems and Communication Management",Availability ,Disruption of critical services due to lack of defining minimum time requirements for maintaining administrator and operator logs,Ensure that the entity shall define minimum time requirements for maintaining administrator and operator logs
T3,6.6.1,Fault logging - Identify faults ,"Operations, Systems and Communication Management",Availability ,Disruption of critical services due to lack of identifying all faults to be captured in fault logs.,Ensure that the entity shall identify all faults to be captured in fault logs.
T3,6.6.2,Fault logging - Minimum requirements ,"Operations, Systems and Communication Management",Availability ,Disruption of critical services due to lack of identifying minimum information requirements for each fault to be captured.,Ensure that the entity shall identify minimum information requirements for each fault to be captured.
T3,6.6.3,Fault logging - Minimum frequency requirements ,"Operations, Systems and Communication Management",Availability ,Disruption of critical services due to lack of defining minimum frequency requirements for reviewing fault logs.,Ensure that the entity shall define minimum frequency requirements for reviewing fault logs.
T3,6.6.4,Fault logging - Training and skills ,"Operations, Systems and Communication Management","Confidentiality 
Integrity 
Availability ",Human/user error due to lack of ensuring that fault logs are reviewed and analyzed by personnel with appropriate training and skills.,Ensure that the fault logs are reviewed and analyzed by personnel with appropriate training and skills.
T3,6.6.5,Fault logging - Minimum time requirements ,"Operations, Systems and Communication Management",Availability ,Disruption of critical services due to lack of defining minimum time requirements for maintaining fault logs.,Ensure that the entity shall define minimum time requirements for maintaining fault logs.
T3,6.7.1,Clock synchronization - Define formats ,"Operations, Systems and Communication Management","Confidentiality 
Integrity 
Availability ",Breach of legislation/ineffective forensics/evidence gathering due to lack of defining the date / time format and these standards time to be used in all systems.,Ensure that the entity shall define the date / time format and these standards time to be used in all systems.
T3,6.7.2,Clock synchronization - Define stratum level of clocks,"Operations, Systems and Communication Management","Confidentiality 
Integrity 
Availability ",Breach of legislation/ineffective forensics/evidence gathering due to lack of defining the stratum level of clocks needed for each type of network element.,Ensure that the entity shall define the stratum level of clocks needed for each type of network element.
T3,6.7.3,Clock synchronization - Regularly check ,"Operations, Systems and Communication Management","Confidentiality 
Integrity 
Availability ",Breach of legislation/ineffective forensics/evidence gathering due to lack of regularly checking that the clocks of all relevant information processing systems are synchronized.,Ensure that the entity shall regularly check that the clocks of all relevant information processing systems are synchronized.
T4,1.1.1,Communications policy - Appropriate policy ,"Operations, Systems and Communication Management","Confidentiality 
",Data leakage due to lack of appropriate communications policy.,Ensure that the communications policy shall be appropriate to the purpose of the entity.
T4,1.1.2,Communications policy - Management commitment ,"Operations, Systems and Communication Management","Confidentiality 
","Data leakage due to lack of including statement of the management commitment, purpose, objective and scope in the communications policy.","Ensure that the communications policy shall include statement of the management commitment, purpose, objective and scope of the policy."
T4,1.1.3,Communications policy - Roles and responsibilities ,"Operations, Systems and Communication Management","Confidentiality 
",Data leakage due to lack of outlining the roles and responsibilities in the communications policy.,Ensure that the communications policy shall outline the roles and responsibilities.
T4,1.1.4,Communications policy - Framework,"Operations, Systems and Communication Management","Confidentiality 
","Data leakage due to lack of framework to protect information in transit from interception, copying, modification, mis-routing, destruction, and other unauthorized activities.","Ensure that the communications policy shall provide the framework to protect information in transit from interception, copying, modification, mis-routing, destruction, and other unauthorized activities."
T4,1.1.5,Communications policy - Document and communicate ,"Operations, Systems and Communication Management","Confidentiality 
",Data leakage due to lack of documenting and communicating communications policy to all users.,Ensure that the communications policy shall be documented and communicated to all users.
T4,1.1.6,Communications policy - Read and acknowledge ,"Operations, Systems and Communication Management","Confidentiality 
",Data leakage due to lack of ensuring that the communications policy is read and acknowledged formally by all users.,Ensure that the communications policy shall be read and acknowledged formally by all users.
T4,1.1.7,"Communications policy - Maintenance, review, and update   ","Operations, Systems and Communication Management","Confidentiality 
","Data leakage due to lack of maintaining, reviewing and updating communications policy. ","Ensure that the communications policy shall be maintained, reviewed and updated at planned intervals or if significant changes occur."
T4,2.1.1,Information transfer procedures - Establish procedures ,"Operations, Systems and Communication Management","Confidentiality 
",Data leakage due to lack of establishing information transfer procedures.,Ensure that the entity shall establish information transfer procedures.
T4,2.1.2,Information transfer procedures - Outline conditions ,"Operations, Systems and Communication Management","Confidentiality 
",Data leakage due to lack of outlining conditions under which the transfer of information must be protected.,Ensure that the procedures shall outline conditions under which the transfer of information must be protected.
T4,2.1.3,Information transfer procedures - Identify controls ,"Operations, Systems and Communication Management","Confidentiality 
",Data leakage due to lack of identifying specific controls to be put in place to ensure information is adequately protected during transfer.,Ensure that the procedures shall identify specific controls to be put in place to ensure information is adequately protected during transfer.
T4,2.1.4,Information transfer procedures - Identify actions ,"Operations, Systems and Communication Management","Confidentiality 
",Data leakage due to lack of identifying actions to be taken when issues arise regarding the transfer of information.,Ensure that the procedures shall identify actions to be taken when issues arise regarding the transfer of information.
T4,2.1.5,"Information transfer procedures - Maintenance, review, and update  ","Operations, Systems and Communication Management","Confidentiality 
","Data leakage due to lack of documenting, maintaining, reviewing and updating communication procedures.","Ensure that the procedures shall be documented, maintained, reviewed and updated at planned intervals or if significant changes occur."
T4,2.2.1,Agreements of information transfer - Identify requirements ,"Operations, Systems and Communication Management","Confidentiality 
Integrity 
Availability ",Breach of legislation due to lack of identifying all security requirements for exchanging information and software with external parties.,Ensure that the entity shall identify all security requirements for exchanging information and software with external parties.
T4,2.2.2,Agreements of information transfer - Establish agreement ,"Operations, Systems and Communication Management","Confidentiality 
Integrity 
Availability ",Breach of legislation due to lack of establishing an exchange of information agreement with each external party outlining clear roles and responsibilities of each party.,Ensure that the entity shall establish an exchange of information agreement with each external party outlining clear roles and responsibilities of each party.
T4,2.2.3,Agreements of information transfer - Awareness,"Operations, Systems and Communication Management","Confidentiality 
Integrity 
Availability ",Unintentional misuse of information assets by external parties due to lack of awareness all information security requirements and policies that are necessary before signing the agreement.,Ensure that the entity shall ensure external parties are aware of all information security requirements and policies that are necessary before signing  the agreement.
T4,2.2.4,Agreements of information transfer - Monitor the exchange of information,"Operations, Systems and Communication Management","Confidentiality 
Integrity 
Availability ",Unauthorized access and/changes due to lack of monitoring the exchange of information and software with external parties to ensure the requirements in the agreement are being met.,Ensure that the entity shall monitor the exchange of information and software with external parties to ensure the requirements in the agreement are being met.
T4,2.2.5,Agreements of information transfer - Corrective action ,"Operations, Systems and Communication Management","Confidentiality 
Integrity 
Availability ",Breach of legislation due to lack of taking corrective action when the exchange of information or software does not follow the terms of the agreement.,Ensure that the entity shall take corrective action when the exchange of information or software does not follow the terms of the agreement.
T4,2.3.1,Physical media in transit - Identify ,Business Continuity,"Confidentiality 
",Data leakage due to lack of identifying physical media carrying sensitive information.,Ensure that the entity shall identify physical media carrying sensitive information.
T4,2.3.2,Physical media in transit - Labeling requirements ,Business Continuity,"Confidentiality 
",Data leakage due to lack of defining labeling requirements for physical media carrying sensitive information.,Ensure that the entity shall define labeling requirements for physical media carrying sensitive information.
T4,2.3.3,Physical media in transit - Tracking ,Business Continuity,"Confidentiality 
",Data leakage due to lack of ensuring that physical media in transit carrying sensitive information is tracked sufficiently in accordance with the sensitivity of the information it contains.,Ensure that the physical media in transit carrying sensitive information is tracked sufficiently in accordance with the sensitivity of the information it contains.
T4,2.3.4,Physical media in transit - Loss of media ,Business Continuity,"Confidentiality 
",Data leakage due to lack of defining measures to be taken in the event of loss of physical media in transit carrying sensitive information.,Ensure that the entity shall define measures to be taken in the event of loss of physical media in transit carrying sensitive information.
T4,2.3.5,Physical media in transit - Log of transitions ,Business Continuity,Availability ,Physical media loss due to lack of keeping a log of all transitions.,Ensure that the entity shall keep a log of all transitions.
T4,2.4.1,Electronic messaging - Identify,"Operations, Systems and Communication Management","Confidentiality 
",Disclosure of information due to lack of identifying all means of electronic messaging in which the entity’s information assets can be transmitted.,Ensure that the entity shall identify all means of electronic messaging in which the entity’s information assets can be transmitted.
T4,2.4.2,Electronic messaging - Define rules ,"Operations, Systems and Communication Management","Confidentiality 
",Disclosure of information due to lack of identifying and defining rules regarding the type of information that can be transmitted and specific controls needed for each category of electronic messaging.,"Ensure that the entity shall for each category of electronic messaging identified, define rules regarding the type of information that can be transmitted and specific controls needed."
T4,2.4.3,Electronic messaging - Capability to monitor ,"Operations, Systems and Communication Management","Confidentiality 
",Data leakage due to lack of developing the capability to monitor electronic messaging to ensure controls are implemented and the rules are followed.,Ensure that the entity shall develop the capability to monitor electronic messaging to ensure controls are implemented and the rules are followed.
T4,2.4.4,Electronic messaging - Corrective action ,"Operations, Systems and Communication Management","Confidentiality 
",Data leakage due to lack of taking corrective action when information is transmitted through electronic messaging in a manner inconsistent with the  established rules.,Ensure that the entity shall take corrective action when information is transmitted through electronic messaging in a manner inconsistent with the  established rules.
T4,2.5.1,Business information systems - Interconnections  ,"Operations, Systems and Communication Management",Availability ,Disruption of critical business information systems due to lack of identifying all points of interconnection between business information systems.,Ensure that the policies and procedures shall identify all points of interconnection between business information systems.
T4,2.5.2,Business information systems - Types of information ,"Operations, Systems and Communication Management","Confidentiality 
",Data leakage due to lack of identifying the types of information to be protected regarding the identified interconnections.,Ensure that the policies and procedures shall identify the types of information to be protected regarding the identified interconnections.
T4,2.5.3,Business information systems - Identify security measures,"Operations, Systems and Communication Management","Confidentiality 
",Data leakage due to lack of identifying appropriate security measures to be taken to protect each type of information.,Ensure that the policies and procedures shall identify appropriate security measures to be taken to protect each type of information.
T4,2.5.4,"Business information systems - Maintenance, review, and update ","Operations, Systems and Communication Management","Confidentiality 
","Data leakage due to lack of documenting, maintaining, reviewing and updating business information systems policies and procedures. ","Ensure that the policies and procedures shall be documented, maintained, reviewed and updated at planned intervals or if significant changes occur."
T4,3.1.1,Electronic commerce - Identify all instances ,Compliance and Audit,"Confidentiality Integrity 
",Unauthorized access and/changes due to lack of identifying all instances of electronic commerce within the entity that require passing information over public networks.,Ensure that the entity shall identify all instances of electronic commerce within the entity that require passing information over public networks.
T4,3.1.2,Electronic commerce - Risk assessment ,Compliance and Audit,"Confidentiality Integrity 
",Unauthorized access and/changes due to lack of identifying appropriate security measures for information passing over public networks based on the risk assessment.,Ensure that the entity shall identify appropriate security measures for information passing over public networks based on the risk assessment.
T4,3.1.3,Electronic commerce - Service agreements ,Compliance and Audit,"Confidentiality 
Integrity 
Availability ",Breach of legislation due to lack of ensuring that security requirements are captured in service agreements with e-commerce partners.,Ensure that the security requirements are captured in service agreements with e-commerce partners.
T4,3.1.4,Electronic commerce - Monitor activities ,Compliance and Audit,"Confidentiality 
Integrity 
Availability ",Breach of legislation due to lack of monitoring e-commerce activities for on-going compliance with security requirements.,Ensure that the entity shall monitor e-commerce activities for on-going compliance with security requirements.
T4,3.2.1,Online transactions - Identify all information ,Compliance and Audit,"Confidentiality 
Integrity 
Availability ",Breach of legislation due to lack of identifying all information used in on-line transactions.,Ensure that the entity shall identify all information used in on-line transactions.
T4,3.2.2,Online transactions - Identify security measures ,Compliance and Audit,"Confidentiality 
Integrity 
Availability ",Breach of legislation due to lack of identifying appropriate security measures for information used in on-line transactions based on the risk assessment.,Ensure that the entity shall identify appropriate security measures for information used in on-line transactions based on the risk assessment.
T4,3.2.3,Online transactions - Service agreements ,Compliance and Audit,"Confidentiality 
Integrity 
Availability ",Breach of legislation due to lack of ensuring security requirements are captured in service agreements with all partners involved in on-line transactions.,Ensure that the security requirements are captured in service agreements with all partners involved in on-line transactions.
T4,3.2.4,Online transactions - Monitor ,Compliance and Audit,"Confidentiality 
Integrity 
Availability ",Breach of legislation due to lack of monitoring on-line transactions for on-going compliance with security requirements.,Ensure that the entity shall monitor on-line transactions for on-going compliance with security requirements.
T4,3.3.1,Publicly available information - Identify all information ,"Operations, Systems and Communication Management","Confidentiality Integrity 
",Unauthorized access and/changes due to lack of identifying all information to be made available on a publicly available system.,Ensure that the entity shall identify all information to be made available on a publicly available system.
